name,date,location,label,CoralReefWatch location,SST@90th_HS
CUR_CRA_029_20231027_T4_04.JPG,2023-10-27,Curacao,healthy,abc_islands,30.2
CUR_CRA_029_20231027_T4_06.JPG,2023-10-27,Curacao,healthy,abc_islands,30.2
CUR_CRA_029_20231027_T4_12.JPG,2023-10-27,Curacao,healthy,abc_islands,30.2
CUR_CRA_029_20231027_T5_08.JPG,2023-10-27,Curacao,healthy,abc_islands,30.2
CUR_CRA_029_20231027_T5_13.JPG,2023-10-27,Curacao,healthy,abc_islands,30.2
CUR_CRA_029_20231027_T5_15.JPG,2023-10-27,Curacao,healthy,abc_islands,30.2
CUR_CRA_029_20231027_T5_16.JPG,2023-10-27,Curacao,healthy,abc_islands,30.2
CUR_CRA_031_20231024_T1_04.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_031_20231024_T1_05.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_031_20231024_T1_07.JPG,2023-10-24,Curacao,bleached,abc_islands,30.09
CUR_CRA_031_20231024_T1_12.JPG,2023-10-24,Curacao,bleached,abc_islands,30.09
CUR_CRA_031_20231024_T1_16.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_031_20231024_T2_01.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_031_20231024_T2_02.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_031_20231024_T2_07.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_031_20231024_T2_11.JPG,2023-10-24,Curacao,bleached,abc_islands,30.09
CUR_CRA_031_20231024_T2_13.JPG,2023-10-24,Curacao,bleached,abc_islands,30.09
CUR_CRA_031_20231024_T3_05.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_031_20231024_T3_06.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_031_20231024_T3_10.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_031_20231024_T3_12.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_031_20231024_T3_14.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_031_20231024_T4_04.JPG,2023-10-24,Curacao,bleached,abc_islands,30.09
CUR_CRA_031_20231024_T4_07.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_031_20231024_T4_08.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_031_20231024_T4_09.JPG,2023-10-24,Curacao,bleached,abc_islands,30.09
CUR_CRA_031_20231024_T4_10.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_031_20231024_T4_11.JPG,2023-10-24,Curacao,bleached,abc_islands,30.09
CUR_CRA_031_20231024_T4_12.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_031_20231024_T4_15.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_031_20231024_T5_03.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_031_20231024_T5_08.JPG,2023-10-24,Curacao,bleached,abc_islands,30.09
CUR_CRA_031_20231024_T5_14.JPG,2023-10-24,Curacao,bleached,abc_islands,30.09
CUR_CRA_033_20231024_T1_06.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_033_20231024_T1_07.JPG,2023-10-24,Curacao,bleached,abc_islands,30.09
CUR_CRA_033_20231024_T2_10.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_033_20231024_T2_11.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_033_20231024_T2_13.JPG,2023-10-24,Curacao,bleached,abc_islands,30.09
CUR_CRA_033_20231024_T2_14.JPG,2023-10-24,Curacao,bleached,abc_islands,30.09
CUR_CRA_033_20231024_T3_01.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_033_20231024_T3_02.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_033_20231024_T3_05.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_033_20231024_T3_06.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_033_20231024_T3_13.JPG,2023-10-24,Curacao,bleached,abc_islands,30.09
CUR_CRA_033_20231024_T3_15.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_033_20231024_T4_01.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_033_20231024_T4_13.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_033_20231024_T5_02.JPG,2023-10-24,Curacao,bleached,abc_islands,30.09
CUR_CRA_033_20231024_T5_03.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_033_20231024_T5_07.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_033_20231024_T5_08.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_033_20231024_T5_11.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_033_20231024_T5_12.JPG,2023-10-24,Curacao,bleached,abc_islands,30.09
CUR_CRA_033_20231024_T5_13.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_033_20231024_T5_14.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_033_20231024_T5_15.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_033_20231024_T5_16.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_035_20231024_T1_05.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_035_20231024_T1_06.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_035_20231024_T1_08.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_035_20231024_T1_10.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_035_20231024_T1_11.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_035_20231024_T2_01.JPG,2023-10-24,Curacao,bleached,abc_islands,30.09
CUR_CRA_035_20231024_T2_02.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_035_20231024_T2_09.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_035_20231024_T2_11.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_035_20231024_T3_01.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_035_20231024_T3_08.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_035_20231024_T3_12.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_035_20231024_T3_16.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_035_20231024_T3_17.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_035_20231024_T4_01.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_035_20231024_T4_02.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_035_20231024_T4_07.JPG,2023-10-24,Curacao,bleached,abc_islands,30.09
CUR_CRA_035_20231024_T5_03.JPG,2023-10-24,Curacao,bleached,abc_islands,30.09
CUR_CRA_035_20231024_T5_14.JPG,2023-10-24,Curacao,healthy,abc_islands,30.09
CUR_CRA_040_20231018_T1_02.JPG,2023-10-18,Curacao,bleached,abc_islands,29.95
CUR_CRA_040_20231018_T1_03.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T1_06.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T1_09.JPG,2023-10-18,Curacao,bleached,abc_islands,29.95
CUR_CRA_040_20231018_T1_11.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T2_02.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T2_03.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T2_05.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T2_08.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T2_11.JPG,2023-10-18,Curacao,bleached,abc_islands,29.95
CUR_CRA_040_20231018_T2_12.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T2_14.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T3_02.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T3_04.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T3_05.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T3_08.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T3_09.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T3_10.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T3_11.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T3_15.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T4_02.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T4_06.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T4_07.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T4_08.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T4_09.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T4_12.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T4_13.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T4_14.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T4_16.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T5_01.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T5_06.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T5_07.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T5_09.JPG,2023-10-18,Curacao,bleached,abc_islands,29.95
CUR_CRA_040_20231018_T5_12.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T5_14.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_040_20231018_T5_15.JPG,2023-10-18,Curacao,healthy,abc_islands,29.95
CUR_CRA_049_20231017_T1_03.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T1_04.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T1_06.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T1_07.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T1_10.JPG,2023-10-17,Curacao,bleached,abc_islands,30.21
CUR_CRA_049_20231017_T1_14.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T2_03.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T2_04.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T2_05.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T2_08.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T2_14.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T2_15.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T3_03.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T3_04.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T3_07.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T3_10.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T3_14.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T3_16.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T4_01.JPG,2023-10-17,Curacao,bleached,abc_islands,30.21
CUR_CRA_049_20231017_T4_05.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T4_07.JPG,2023-10-17,Curacao,bleached,abc_islands,30.21
CUR_CRA_049_20231017_T4_08.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T4_10.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T4_13.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T5_01.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T5_02.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T5_03.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T5_04.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T5_07.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T5_08.JPG,2023-10-17,Curacao,bleached,abc_islands,30.21
CUR_CRA_049_20231017_T5_11.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T5_12.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T5_13.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_049_20231017_T5_14.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_050_20231017_T1_06.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_050_20231017_T1_07.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_050_20231017_T1_08.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_050_20231017_T1_09.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_050_20231017_T1_11.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_050_20231017_T2_03.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_050_20231017_T2_04.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_050_20231017_T2_14.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_050_20231017_T3_10.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_050_20231017_T4_08.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_054_20231017_T1_04.JPG,2023-10-17,Curacao,bleached,abc_islands,30.21
CUR_CRA_054_20231017_T1_07.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_054_20231017_T2_01.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_054_20231017_T2_04.JPG,2023-10-17,Curacao,bleached,abc_islands,30.21
CUR_CRA_054_20231017_T2_10.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_054_20231017_T2_12.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_054_20231017_T2_14.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_054_20231017_T2_15.JPG,2023-10-17,Curacao,bleached,abc_islands,30.21
CUR_CRA_054_20231017_T3_01.JPG,2023-10-17,Curacao,bleached,abc_islands,30.21
CUR_CRA_054_20231017_T3_05.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_054_20231017_T3_07.JPG,2023-10-17,Curacao,bleached,abc_islands,30.21
CUR_CRA_054_20231017_T3_16.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_054_20231017_T4_03.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_054_20231017_T4_06.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_054_20231017_T4_08.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_054_20231017_T4_09.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_054_20231017_T5_02.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_054_20231017_T5_08.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_054_20231017_T5_09.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_054_20231017_T5_16.JPG,2023-10-17,Curacao,healthy,abc_islands,30.21
CUR_CRA_060_20231016_T1_15.JPG,2023-10-16,Curacao,healthy,abc_islands,29.86
CUR_CRA_060_20231016_T2_04.JPG,2023-10-16,Curacao,bleached,abc_islands,29.86
CUR_CRA_060_20231016_T2_05.JPG,2023-10-16,Curacao,healthy,abc_islands,29.86
CUR_CRA_060_20231016_T2_07.JPG,2023-10-16,Curacao,healthy,abc_islands,29.86
CUR_CRA_060_20231016_T2_08.JPG,2023-10-16,Curacao,healthy,abc_islands,29.86
CUR_CRA_060_20231016_T2_10.JPG,2023-10-16,Curacao,healthy,abc_islands,29.86
CUR_CRA_060_20231016_T2_12.JPG,2023-10-16,Curacao,healthy,abc_islands,29.86
CUR_CRA_060_20231016_T2_13.JPG,2023-10-16,Curacao,healthy,abc_islands,29.86
CUR_CRA_060_20231016_T2_14.JPG,2023-10-16,Curacao,healthy,abc_islands,29.86
CUR_CRA_060_20231016_T3_13.JPG,2023-10-16,Curacao,healthy,abc_islands,29.86
CUR_CRA_060_20231016_T5_16.JPG,2023-10-16,Curacao,healthy,abc_islands,29.86
CUR_CRA_061_20231016_T1_03.JPG,2023-10-16,Curacao,bleached,abc_islands,29.86
CUR_CRA_070_20231019_T1_02.JPG,2023-10-19,Curacao,bleached,abc_islands,29.85
CUR_CRA_070_20231019_T1_04.JPG,2023-10-19,Curacao,bleached,abc_islands,29.85
CUR_CRA_070_20231019_T1_05.JPG,2023-10-19,Curacao,healthy,abc_islands,29.85
CUR_CRA_070_20231019_T1_12.JPG,2023-10-19,Curacao,healthy,abc_islands,29.85
CUR_CRA_070_20231019_T2_02.JPG,2023-10-19,Curacao,bleached,abc_islands,29.85
CUR_CRA_070_20231019_T2_07.JPG,2023-10-19,Curacao,bleached,abc_islands,29.85
CUR_CRA_070_20231019_T2_10.JPG,2023-10-19,Curacao,bleached,abc_islands,29.85
CUR_CRA_070_20231019_T2_14.JPG,2023-10-19,Curacao,healthy,abc_islands,29.85
CUR_CRA_070_20231019_T3_01.JPG,2023-10-19,Curacao,healthy,abc_islands,29.85
CUR_CRA_070_20231019_T3_02.JPG,2023-10-19,Curacao,healthy,abc_islands,29.85
CUR_CRA_070_20231019_T3_05.JPG,2023-10-19,Curacao,bleached,abc_islands,29.85
CUR_CRA_070_20231019_T3_06.JPG,2023-10-19,Curacao,bleached,abc_islands,29.85
CUR_CRA_070_20231019_T3_08.JPG,2023-10-19,Curacao,healthy,abc_islands,29.85
CUR_CRA_070_20231019_T3_09.JPG,2023-10-19,Curacao,healthy,abc_islands,29.85
CUR_CRA_070_20231019_T3_10.JPG,2023-10-19,Curacao,healthy,abc_islands,29.85
CUR_CRA_070_20231019_T3_11.JPG,2023-10-19,Curacao,healthy,abc_islands,29.85
CUR_CRA_070_20231019_T3_12.JPG,2023-10-19,Curacao,healthy,abc_islands,29.85
CUR_CRA_070_20231019_T3_13.JPG,2023-10-19,Curacao,healthy,abc_islands,29.85
CUR_CRA_070_20231019_T3_14.JPG,2023-10-19,Curacao,bleached,abc_islands,29.85
CUR_CRA_070_20231019_T4_03.JPG,2023-10-19,Curacao,healthy,abc_islands,29.85
CUR_CRA_070_20231019_T4_04.JPG,2023-10-19,Curacao,healthy,abc_islands,29.85
CUR_CRA_070_20231019_T4_05.JPG,2023-10-19,Curacao,bleached,abc_islands,29.85
CUR_CRA_070_20231019_T4_06.JPG,2023-10-19,Curacao,healthy,abc_islands,29.85
CUR_CRA_070_20231019_T4_12.JPG,2023-10-19,Curacao,bleached,abc_islands,29.85
CUR_CRA_070_20231019_T5_01.JPG,2023-10-19,Curacao,healthy,abc_islands,29.85
CUR_CRA_070_20231019_T5_07.JPG,2023-10-19,Curacao,healthy,abc_islands,29.85
CUR_CRA_070_20231019_T5_08.JPG,2023-10-19,Curacao,healthy,abc_islands,29.85
CUR_CRA_070_20231019_T5_16.JPG,2023-10-19,Curacao,healthy,abc_islands,29.85
CUR_CRA_076_20231103_T1_03.JPG,2023-11-03,Curacao,healthy,abc_islands,30.2
CUR_CRA_076_20231103_T1_08.JPG,2023-11-03,Curacao,healthy,abc_islands,30.2
CUR_CRA_076_20231103_T1_12.JPG,2023-11-03,Curacao,bleached,abc_islands,30.2
CUR_CRA_076_20231103_T2_01.JPG,2023-11-03,Curacao,bleached,abc_islands,30.2
CUR_CRA_076_20231103_T2_02.JPG,2023-11-03,Curacao,healthy,abc_islands,30.2
CUR_CRA_076_20231103_T2_06.JPG,2023-11-03,Curacao,healthy,abc_islands,30.2
CUR_CRA_076_20231103_T2_13.JPG,2023-11-03,Curacao,bleached,abc_islands,30.2
CUR_CRA_076_20231103_T2_15.JPG,2023-11-03,Curacao,bleached,abc_islands,30.2
CUR_CRA_076_20231103_T3_01.JPG,2023-11-03,Curacao,bleached,abc_islands,30.2
CUR_CRA_076_20231103_T3_05.JPG,2023-11-03,Curacao,healthy,abc_islands,30.2
CUR_CRA_076_20231103_T3_11.JPG,2023-11-03,Curacao,healthy,abc_islands,30.2
CUR_CRA_076_20231103_T3_12.JPG,2023-11-03,Curacao,healthy,abc_islands,30.2
CUR_CRA_076_20231103_T3_13.JPG,2023-11-03,Curacao,healthy,abc_islands,30.2
CUR_CRA_076_20231103_T3_15.JPG,2023-11-03,Curacao,bleached,abc_islands,30.2
CUR_CRA_076_20231103_T4_04.JPG,2023-11-03,Curacao,bleached,abc_islands,30.2
CUR_CRA_076_20231103_T4_06.JPG,2023-11-03,Curacao,healthy,abc_islands,30.2
CUR_CRA_076_20231103_T4_09.JPG,2023-11-03,Curacao,healthy,abc_islands,30.2
CUR_CRA_076_20231103_T4_11.JPG,2023-11-03,Curacao,bleached,abc_islands,30.2
CUR_CRA_076_20231103_T4_12.JPG,2023-11-03,Curacao,healthy,abc_islands,30.2
CUR_CRA_076_20231103_T4_13.JPG,2023-11-03,Curacao,healthy,abc_islands,30.2
CUR_CRA_076_20231103_T5_02.JPG,2023-11-03,Curacao,bleached,abc_islands,30.2
CUR_CRA_076_20231103_T5_04.JPG,2023-11-03,Curacao,healthy,abc_islands,30.2
CUR_CRA_076_20231103_T5_06.JPG,2023-11-03,Curacao,bleached,abc_islands,30.2
CUR_CRA_076_20231103_T5_09.JPG,2023-11-03,Curacao,bleached,abc_islands,30.2
CUR_CRA_076_20231103_T5_10.JPG,2023-11-03,Curacao,healthy,abc_islands,30.2
CUR_CRA_076_20231103_T5_12.JPG,2023-11-03,Curacao,healthy,abc_islands,30.2
CUR_CRA_076_20231103_T5_15.JPG,2023-11-03,Curacao,healthy,abc_islands,30.2
CUR_CRA_077_20231021_T1_03.JPG,2023-10-21,Curacao,bleached,abc_islands,29.93
CUR_CRA_077_20231021_T1_04.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_077_20231021_T1_06.JPG,2023-10-21,Curacao,bleached,abc_islands,29.93
CUR_CRA_077_20231021_T1_07.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_077_20231021_T1_08.JPG,2023-10-21,Curacao,bleached,abc_islands,29.93
CUR_CRA_077_20231021_T1_14.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_077_20231021_T2_04.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_077_20231021_T2_08.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_077_20231021_T2_09.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_077_20231021_T2_11.JPG,2023-10-21,Curacao,bleached,abc_islands,29.93
CUR_CRA_077_20231021_T2_14.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_077_20231021_T3_01.JPG,2023-10-21,Curacao,bleached,abc_islands,29.93
CUR_CRA_077_20231021_T3_05.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_077_20231021_T3_08.JPG,2023-10-21,Curacao,bleached,abc_islands,29.93
CUR_CRA_077_20231021_T3_16.JPG,2023-10-21,Curacao,bleached,abc_islands,29.93
CUR_CRA_077_20231021_T4_01.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_077_20231021_T4_08.JPG,2023-10-21,Curacao,bleached,abc_islands,29.93
CUR_CRA_077_20231021_T4_11.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_077_20231021_T4_15.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_077_20231021_T5_01.JPG,2023-10-21,Curacao,bleached,abc_islands,29.93
CUR_CRA_077_20231021_T5_02.JPG,2023-10-21,Curacao,bleached,abc_islands,29.93
CUR_CRA_077_20231021_T5_04.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_077_20231021_T5_05.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_077_20231021_T5_11.JPG,2023-10-21,Curacao,bleached,abc_islands,29.93
CUR_CRA_078_20231103_T1_07.JPG,2023-11-03,Curacao,bleached,abc_islands,30.2
CUR_CRA_078_20231103_T3_03.JPG,2023-11-03,Curacao,healthy,abc_islands,30.2
CUR_CRA_078_20231103_T3_04.JPG,2023-11-03,Curacao,healthy,abc_islands,30.2
CUR_CRA_078_20231103_T3_05.JPG,2023-11-03,Curacao,bleached,abc_islands,30.2
CUR_CRA_079_20231021_T1_05.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_079_20231021_T2_01.JPG,2023-10-21,Curacao,bleached,abc_islands,29.93
CUR_CRA_079_20231021_T2_05.JPG,2023-10-21,Curacao,bleached,abc_islands,29.93
CUR_CRA_079_20231021_T2_10.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_079_20231021_T2_12.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_079_20231021_T3_01.JPG,2023-10-21,Curacao,bleached,abc_islands,29.93
CUR_CRA_079_20231021_T3_02.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_079_20231021_T3_04.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_079_20231021_T3_06.JPG,2023-10-21,Curacao,bleached,abc_islands,29.93
CUR_CRA_079_20231021_T3_07.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_079_20231021_T3_11.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_079_20231021_T3_13.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_079_20231021_T3_14.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
CUR_CRA_079_20231021_T3_15.JPG,2023-10-21,Curacao,healthy,abc_islands,29.93
